"id","language","theme","year","title","publisher","url","evidence","cash_etf_use"
"S128","EN","china_unwind","2026","China Quant Strategy: Momentum Unwound without a Liquidity Squeeze","J.P. Morgan / public third-party mirror","https://www.scribd.com/document/1073401355/J-P-Morgan-China-Quant-Strategy-Momentum-Unwound-Without-a-Liquidity-Squeeze-Prefer-Defensive-Styles-Neutral-on-Momentum-260812","Requested Aug-2026 note: reports July rotation from Growth/Momentum to Low Vol/Value/Quality. Mirror is public but not an official JPM distribution URL; verify provenance before relying on details.","monitor"
"S129","EN","china_unwind","2026","China Quant Strategy: Expensive Leadership Is Starting to Look Fragile","J.P. Morgan / public third-party mirror","https://studylib.net/doc/28691101/china-quant-strategy--expensive-leadership-is-starting-to...","July precursor recommends low-vol, quality and yield as a hedge to expensive leadership; third-party mirror warning applies.","monitor"
"S130","EN","china_unwind","2026","China's Quant Funds Have an Edge Even as Beijing Curbs Trading Speed","South China Morning Post","https://www.scmp.com/business/banking-finance/article/3363610/chinas-quant-funds-have-edge-foreign-rivals-even-beijing-curbs-trading-speed","Reports July-2026 co-location/latency restrictions and China-specific model advantages.","monitor"
"S131","CN","qdii_premium","2024","溢价高企 QDII基金频发风险提示","上海证券报","https://paper.cnstock.com/html/2024-12/23/content_2009323.htm","外汇额度、暂停申购和二级市场供需失衡可使场内价格显著偏离净值。","monitor"
"S132","CN","qdii_premium","2026","超30只QDII基金扎堆预警，纳指ETF溢价高企","21世纪经济报道","https://www.21jingji.com/article/20260225/herald/b36e6a1c0a6ae6ec28c9a015bfacf00d.html","2026年春节后集中风险公告证明溢价不是一次性异常。","monitor"
"S133","CN","qdii_premium","2026","513100二级市场交易价格溢价风险提示公告","国泰基金 / 上海证券交易所","https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-03-02/513100_20260302_3IBP.pdf","主文件确认513100大幅溢价、2024-11-25起暂停申购及可能临停。","monitor"
"S134","CN","qdii_premium","2026","合格境内机构投资者（QDII）投资额度审批情况表","国家外汇管理局","https://www.safe.gov.cn/safe/file/file/20260529/60b3d0380b124a09a5e2c4bb39f23b49.pdf","官方额度表用于判断一级申购约束是否可能长期化。","monitor"
"S135","CN","qdii_premium","2025","国泰纳斯达克100 ETF二级市场溢价风险提示公告","国泰基金 / 新浪财经转载","https://finance.sina.com.cn/jjxw/2025-04-23/doc-ineuccee0222754.shtml","513100管理人明确高溢价盲目买入可造成重大损失。","monitor"
"S136","CN","im_ic_basis","2022","中证1000股指期货合约","中国金融期货交易所","http://www.cffex.com.cn/cn/zz1000.html","IM每点200元、最低保证金8%、现金交割；不属于纯现金ETF账户工具。","reject"
"S137","CN","im_ic_basis","2018","中证500股指期货合约交易细则","中国金融期货交易所","http://www.cffex.com.cn/cn/ssxz/20181228/43092.html","IC同样需要期货权限、保证金、移仓和基差管理。","reject"
"S138","CN","im_ic_basis","2026","历史数据下载","中国金融期货交易所","http://www.cffex.com.cn/cn/lssjxz.html","官方期货结算价入口；基差须与中证500/1000现货指数自行匹配计算。","reject"
"S139","CN","im_ic_basis","2022","关于股指期货和期权合约交易限额的通知","中国金融期货交易所","http://www.cffex.com.cn/cn/jystz/20221214/30917.html","日内开仓限额和套保例外进一步确认其衍生品操作负担。","reject"
"S140","EN","im_ic_basis","2022","The Emotional Cost-of-Carry: Chinese Investor Sentiment and Equity Index Futures Basis","China Finance Review International","https://ideas.repec.org/a/eme/cfripp/cfri-07-2021-0144.html","Chinese index-futures basis reflects sentiment, liquidity and regulation beyond textbook carry.","reject"
"S141","EN","im_ic_basis","2018","Investor Sentiment and the Basis of CSI 300 Index Futures","Complexity","https://doi.org/10.1155/2018/4783214","Basis response to sentiment is nonlinear and strongest in chaotic markets.","reject"
"S142","CN","im_ic_basis","2025","近期IC、IM股指期货贴水加深点评","中信期货 / 慧博公开摘要","https://wap.hibor.com.cn/data/f1673b803c4062cb08b6e7438d3263bd.html","2025年6月IC、IM当季年化基差一度约-10.15%和-15.43%，对冲需求和同质化移仓被指为核心驱动。","reject"
