survey_id,source_file,source_id,language,theme,type,year,title,url,normalized_url,publisher_or_venue,relevance,cash_etf_use
LIT097,lit_cn_sources.csv,97,CN,,ssrn,2007,Faber: A Quantitative Approach to Tactical Asset Allocation,https://ssrn.com/abstract=962461,https://ssrn.com/abstract=962461,SSRN,10月均线5资产GTAA 趋势门经典,
LIT098,lit_cn_sources.csv,98,CN,,ssrn,2016,Keller/Keuning: Protective Asset Allocation (PAA),https://ssrn.com/abstract=2759734,https://ssrn.com/abstract=2759734,SSRN,广度（多少资产在涨）决定防御仓位,
LIT099,lit_cn_sources.csv,99,CN,,ssrn,2017,Keller/Keuning: Breadth Momentum and Vigilant Asset Allocation (VAA),https://ssrn.com/abstract=3002624,https://ssrn.com/abstract=3002624,SSRN,universe级广度动量替代单资产趋势门 更快离场,
LIT100,lit_cn_sources.csv,100,CN,,forum,n.d.,ETF之家：交作业：警惕性资产组合（VAA）过去50年年化17.7%,http://etf.group/lib/article/417471.html,https://etf.group/lib/article/417471.html,ETF之家,VAA/PAA/GTAA中文实测帖,
LIT101,lit_cn_sources.csv,101,CN,,forum,n.d.,集思录：低风险策略自动化：债券类ETF动量轮动策略在mini-QMT环境下的细节,https://www.jisilu.cn/question/521162,https://jisilu.cn/question/521162,集思录,22日动量债券ETF轮动 全负空仓（银华日利）,
LIT102,lit_cn_sources.csv,102,CN,,forum,n.d.,集思录：动量轮动“ETF-LOF-封基”,https://app.jisilu.cn/question/450710,https://app.jisilu.cn/question/450710,集思录,20日净值增长+溢价率双因子周五轮动,
LIT103,lit_cn_sources.csv,103,CN,,forum,n.d.,集思录：正巧看到讨论动量趋势轮动策略的帖子 分享几个策略,https://www.jisilu.cn/question/515889,https://jisilu.cn/question/515889,集思录,10/22/25日动量宽基轮动实盘讨论,
LIT104,lit_cn_sources.csv,104,CN,,forum,2026,同花顺量化社区：近4个月狂揽62% 六年11倍 ETF双池动量轮动,https://quant.10jqka.com.cn/view/article/8UVFV4AIMV157868Z74KQOAT9G,https://quant.10jqka.com.cn/view/article/8uvfv4aimv157868z74kqoat9g,同花顺量化,双池+R²平滑动量+8%止损+银华日利防御,
LIT105,lit_cn_sources.csv,105,CN,,forum,2025,雪球：自动轮动：用量化程序计算ETF品种的动量并调仓,https://xueqiu.com/1118495753/384511870,https://xueqiu.com/1118495753/384511870,雪球,数据清洗/复合动量/边际触发调仓实盘帖,
LIT106,lit_cn_sources.csv,106,CN,,blog,2025,BigQuant：因子研究（3）：动量效应在A股的实证检验与改进,https://bigquant.com/wiki/doc/vmpoW4sE1e,https://bigquant.com/wiki/doc/vmpow4se1e,BigQuant,A股反转为主 残差动量使ICIR转正,
LIT107,lit_cn_sources.csv,107,CN,,blog,n.d.,财富德国：如何正确追涨杀跌年化超15%：双动量策略dual momentum读书,https://www.caifudeguo.de/deu-etf/%E5%8F%8C%E5%8A%A8%E9%87%8F%E7%AD%96%E7%95%A5dual-momentum%E8%AF%BB%E4%B9%A6/,https://caifudeguo.de/deu-etf/%e5%8f%8c%e5%8a%a8%e9%87%8f%e7%ad%96%e7%95%a5dual-momentum%e8%af%bb%e4%b9%a6,财富德国,GEM先绝对后相对动量的中文详解,
LIT108,lit_cn_sources.csv,108,CN,,blog,n.d.,Robot Wealth: Dual Momentum Investing: A Quant's Review,https://robotwealth.com/dual-momentum-review/,https://robotwealth.com/dual-momentum-review,Robot Wealth,复核Antonacci GEM 指出参数敏感性且Antonacci本人反对行业轮动版本,
LIT109,lit_cn_sources.csv,109,CN,,blog,2025,BigQuant：策略分享：基于多周期风险加权双重动量的ETF选基策略,https://bigquant.com/wiki/doc/3bkTmkRUSW,https://bigquant.com/wiki/doc/3bktmkrusw,BigQuant,多周期风险加权双动量ETF轮动模板,
LIT110,lit_cn_sources.csv,110,CN,,blog,n.d.,吴润：从零构建A股ETF动量轮动系统,https://wu.run/posts/build-etf-momentum-rotation-system-from-scratch/,https://wu.run/posts/build-etf-momentum-rotation-system-from-scratch,个人博客,6层过滤：动量+MA200+绝对动量+相关性+反波动率+风控,
LIT111,lit_cn_sources.csv,111,CN,,blog,n.d.,倉鼠人生實驗室：雙動能投資策略GEM,https://hamr-lab.com/gem/,https://hamr-lab.com/gem,台湾博客,GEM规则繁中拆解与回测,
LIT112,lit_cn_sources.csv,112,CN,,blog,n.d.,"Antonacci: Dual, Relative & Absolute Momentum",https://www.optimalmomentum.com/dual-relative-absolute-momentum/,https://optimalmomentum.com/dual-relative-absolute-momentum,Optimal Momentum官网,作者本人对双/相对/绝对动量的定义页,
LIT113,lit_cn_sources.csv,113,CN,,blog,n.d.,次方量化：RSRS指标详解,https://www.cifangquant.com/docs/understanding-rsrs-indicator.html,https://cifangquant.com/docs/understanding-rsrs-indicator.html,次方量化,RSRS计算细节与参数中文详解,
LIT114,lit_cn_sources.csv,114,CN,,blog,n.d.,beefyheisenberg：量化策略RSRS择时笔记,https://beefyheisenberg.github.io/52.Financing/F52f.%E9%87%8F%E5%8C%96%E7%AD%96%E7%95%A5-RSRS%E6%8B%A9%E6%97%B6/,https://beefyheisenberg.github.io/52.financing/f52f.%e9%87%8f%e5%8c%96%e7%ad%96%e7%95%a5-rsrs%e6%8b%a9%e6%97%b6,个人博客,RSRS右偏标准分复现代码,
LIT115,lit_cn_sources.csv,115,CN,,blog,2025,夸智网：ETF轮动策略基础教程（三）：Python实战20日动量轮动,https://www.kuazhi.com/post/716426154.html,https://kuazhi.com/post/716426154.html,夸智网,pytdx免费数据 shift(1)防未来函数 全负空仓,
LIT116,lit_cn_sources.csv,116,CN,,blog,2025,Concretum Group: GTAA Updated Results and Real-Market Implementation,https://concretumgroup.substack.com/p/global-tactical-asset-allocation,https://concretumgroup.substack.com/p/global-tactical-asset-allocation,Substack,单一调仓日引入220bp CAGR方差 分批调仓降至63bp,
LIT117,lit_cn_sources.csv,117,CN,,blog,2017,Meb Faber Episode #86: QATAA 10-year post mortem,https://mebfaber.com/2017/12/13/episode-86-quantitative-approach-tactical-asset-allocation/,https://mebfaber.com/2017/12/13/episode-86-quantitative-approach-tactical-asset-allocation,mebfaber.com,GTAA十年样本外表现复盘,
LIT118,lit_cn_sources.csv,118,CN,,blog,n.d.,约投顾：基金拆分和份额折算有什么区别？净值暴跌是不是亏钱,https://ag.yueniuzq.com/fund/fund-split-vs-share-conversion-and-nav-drop-truth/,https://ag.yueniuzq.com/fund/fund-split-vs-share-conversion-and-nav-drop-truth,约投顾,拆分/折算导致净值跳变但市值不变的科普,
LIT119,lit_cn_sources.csv,119,CN,,blog,n.d.,晓赢社区：ETF份额折算/拆分/合并运营核算细节,https://www.yingxiaoying.com/detail/article/2764,https://yingxiaoying.com/detail/article/2764,晓赢社区,折算比例计算与除权处理细节,
LIT120,lit_cn_sources.csv,120,CN,,blog,n.d.,次方量化：复权对ETF轮动策略的影响：等比复权与动态复权详解,https://www.cifangquant.com/docs/adjustment-impact-on-etf-rotation-strategy.html,https://cifangquant.com/docs/adjustment-impact-on-etf-rotation-strategy.html,次方量化,动量用等比复权价 成交用原始价 账户级动态复权,
LIT121,lit_cn_sources.csv,121,CN,,other,n.d.,华安基金：华安黄金ETF（518880）产品页,http://huaan.com.cn/funds/518880/index.shtml,https://huaan.com.cn/funds/518880/index.shtml,华安基金官网,规模862亿 跟踪AU9999 支持T+0,
LIT122,lit_cn_sources.csv,122,CN,,other,2018,Antonacci《双动量投资：高回报低风险策略》中文版（人大出版社）,https://book.kongfz.com/518455/10106651683/,https://book.kongfz.com/518455/10106651683,孔夫子旧书网,双动量中文正式译本书目信息,
LIT123,lit_cn_sources.csv,123,CN,,other,n.d.,寰宇財金網：雙動能投資（繁中版书介）,https://www.ipci.com.tw/books_in.php?book_id=548,https://ipci.com.tw/books_in.php?book_id=548,寰宇出版,GEM/GBM/DMSR策略族书介,
LIT124,lit_cn_sources.csv,124,CN,,other,2026,GitHub: QuantaAlpha/QuantaAlpha,https://github.com/QuantaAlpha/QuantaAlpha,https://github.com/quantaalpha/quantaalpha,GitHub,LLM因子挖掘开源代码,
LIT125,lit_cn_sources.csv,125,CN,,other,2024,HKUST朱寅（Yin Zhu）主页：EvoQuant Technologies演量科技,https://www.cse.ust.hk/~yinz/,https://cse.ust.hk/~yinz,HKUST,港科大博士2024年创立EvoQuant演量科技（用户所指“港科大EvoQuant”实体）,
LIT126,lit_cn_sources.csv,126,CN,,other,2025,NeurIPS 2025 Workshop: EvoAlpha: Evolutionary Alpha Factor Discovery with LLMs,https://nips.cc/virtual/2025/132561,https://nips.cc/virtual/2025/132561,NeurIPS Workshop,进化+LLM因子发现的近亲工作,
LIT127,lit_cn_sources.csv,127,CN,,other,2012,AQR: Time Series Momentum（期刊文章页）,https://www.aqr.com/Insights/Research/Journal-Article/Time-Series-Momentum,https://aqr.com/insights/research/journal-article/time-series-momentum,AQR官网,TSMOM官方摘要与数据,
LIT128,lit_cn_sources.csv,128,CN,,other,n.d.,LSE Systemic Risk Centre: comomentum纳入MSCI Crowding Scorecard,https://www.systemicrisk.ac.uk/news/paul-woolley-centre-research-part-mscis-crowding-scorecard-traders,https://systemicrisk.ac.uk/news/paul-woolley-centre-research-part-mscis-crowding-scorecard-traders,LSE SRC,comomentum被MSCI拥挤度记分卡采用,
LIT129,lit_cn_sources.csv,129,CN,,other,2026,华宝证券：纳指ETF国泰（513100）/富国（513870）溢价风险提示及停复牌公告汇,http://www.cnhbstock.com/detail/7317387,https://cnhbstock.com/detail/7317387,华宝证券,QDII溢价风险提示与停牌汇总,
LIT130,lit_cn_sources.csv,130,CN,,other,2026,国泰基金：纳指ETF（513100）溢价风险提示及临时停牌公告,https://finance.sina.com.cn/jjxw/2026-08-21/doc-ininzprc1566248.shtml,https://finance.sina.com.cn/jjxw/2026-08-21/doc-ininzprc1566248.shtml,新浪财经,2024-11-25起暂停申购导致高溢价常态化,
LIT131,lit_cn_sources.csv,131,CN,,other,n.d.,HaoETF：纳指ETF513100溢价率/净值数据页,https://www.haoetf.com/qdii/513100,https://haoetf.com/qdii/513100,HaoETF,实时溢价约12% 提示OHLCV看不到的溢价风险,
LIT132,lit_cn_sources.csv,132,CN,,other,n.d.,证监会深圳监管局：拆分合并依规则，资产规模未曾变（ETF份额折算投教）,http://www.csrc.gov.cn/shenzhen/c105614/c7521981/content.shtml,https://csrc.gov.cn/shenzhen/c105614/c7521981/content.shtml,证监会官网,份额折算的官方规则解释,
LIT133,lit_cn_sources.csv,133,CN,,other,n.d.,GitHub: cloudinbanana/etf-rotation-strategy,https://github.com/cloudinbanana/etf-rotation-strategy,https://github.com/cloudinbanana/etf-rotation-strategy,GitHub,多因子ETF动量轮动（乖离/斜率/效率 1.5x阈值换仓）,
LIT134,lit_cn_sources.csv,134,CN,,other,n.d.,GitHub: wbbyfd/UniversalRotation,https://github.com/wbbyfd/UniversalRotation,https://github.com/wbbyfd/universalrotation,GitHub,集思录“万能轮动”Excel+Python实现,
LIT135,lit_en_momentum.csv,EN-001,EN,,journal,1992,Simple Technical Trading Rules and the Stochastic Properties of Stock Returns,https://doi.org/10.1111/j.1540-6261.1992.tb04681.x,https://doi.org/10.1111/j.1540-6261.1992.tb04681.x,The Journal of Finance,Brock-Lakonishok-LeBaron classic: technical trading rules on the Dow; the original evidence and its data-snooping caveats.,
LIT136,lit_en_momentum.csv,EN-002,EN,,journal,2010,Trend-following trading strategies in commodity futures: A re-examination,https://doi.org/10.1016/j.jbankfin.2009.08.004,https://doi.org/10.1016/j.jbankfin.2009.08.004,Journal of Banking & Finance,Commodity trend-following rules profitable over decades; out-of-sample support for simple trend filters.,
LIT137,lit_en_momentum.csv,EN-003,EN,,working-ssrn,2011,Momentum Strategies in Futures Markets and Trend-following Funds,https://doi.org/10.2139/ssrn.1968996,https://doi.org/10.2139/ssrn.1968996,SSRN working paper,Baltas-Kosowski: TSMOM in futures explains CTA returns; capacity and correlation structure of trend strategies.,
LIT138,lit_en_momentum.csv,EN-005,EN,,journal,2013,A New Anomaly: The Cross-Sectional Profitability of Technical Analysis,https://doi.org/10.1017/s0022109013000586,https://doi.org/10.1017/s0022109013000586,Journal of Financial and Quantitative Analysis,Han-Yang-Zhou: MA timing on volatility-sorted portfolios earns large cross-sectional profits; technical analysis as anomaly.,
LIT139,lit_en_momentum.csv,EN-006,EN,,journal,2014,Forecasting the Equity Risk Premium: The Role of Technical Indicators,https://doi.org/10.1287/mnsc.2013.1838,https://doi.org/10.1287/mnsc.2013.1838,Management Science,"Neely et al: technical indicators forecast equity premium as well as macro variables, especially in recessions.",
LIT140,lit_en_momentum.csv,EN-007,EN,,working-ssrn,2014,Risk Adjusted Time Series Momentum,https://doi.org/10.2139/ssrn.2457647,https://doi.org/10.2139/ssrn.2457647,SSRN working paper,Risk-adjusted TSMOM: scaling positions by vol improves crisis behavior; template for our vol-targeted books.,
LIT141,lit_en_momentum.csv,EN-008,EN,,journal,2014,The real-life performance of market timing with moving average and time-series momentum rules,https://doi.org/10.1057/jam.2014.25,https://doi.org/10.1057/jam.2014.25,Journal of Asset Management,Zakamulin: realistic out-of-sample market timing with MA/TSMOM is far weaker than in backtests; anti-overfit caution.,
LIT142,lit_en_momentum.csv,EN-009,EN,,arxiv,2014,Two Centuries of Trend Following,https://arxiv.org/abs/1404.3274,https://arxiv.org/abs/1404.3274,arXiv preprint,CFM: trend following statistically significant for two centuries across all asset classes; deep prior for trend persistence.,
LIT143,lit_en_momentum.csv,EN-010,EN,,working-ssrn,2016,The Enduring Effect of Time-Series Momentum on Stock Returns Over Nearly 100-Years,https://doi.org/10.2139/ssrn.2720600,https://doi.org/10.2139/ssrn.2720600,SSRN working paper,TSMOM on US stocks over ~100 years remains profitable; long-sample robustness for time-series rules.,
LIT144,lit_en_momentum.csv,EN-011,EN,,journal,2016,"The trend is our friend: Risk parity, momentum and trend following in global asset allocation",https://doi.org/10.1016/j.jbef.2016.01.002,https://doi.org/10.1016/j.jbef.2016.01.002,Journal of Behavioral and Experimental Finance,Clare et al: trend following beats buy-and-hold in global multi-asset allocation; direct TAA evidence.,
LIT145,lit_en_momentum.csv,EN-012,EN,,journal,2016,Time series momentum and volatility scaling,https://doi.org/10.1016/j.finmar.2016.05.003,https://doi.org/10.1016/j.finmar.2016.05.003,Journal of Financial Markets,Shows TSMOM profits largely come from volatility scaling; relevant to our inverse-vol weighting choice.,
LIT146,lit_en_momentum.csv,EN-013,EN,,journal,2016,Which Trend Is Your Friend?,https://doi.org/10.2469/faj.v72.n3.3,https://doi.org/10.2469/faj.v72.n3.3,Financial Analysts Journal,Levine-Pedersen: which trend definition (MA crossovers vs returns) matters less than vol scaling and horizon.,
LIT147,lit_en_momentum.csv,EN-014,EN,,journal,2017,A Century of Evidence on Trend-Following Investing,https://doi.org/10.3905/jpm.2017.44.1.015,https://doi.org/10.3905/jpm.2017.44.1.015,The Journal of Portfolio Management,Hurst-Ooi-Pedersen: trend following profitable in every decade since 1880; long-horizon prior for trend overlays.,
LIT148,lit_en_momentum.csv,EN-015,EN,,journal,2017,The Trend Is Your Friend: Time-Series Momentum Strategies across Equity and Commodity Markets,https://doi.org/10.1093/rof/rfw048,https://doi.org/10.1093/rof/rfw048,Review of Finance,TSMOM works across international equity and commodity markets; supports cross-market generalization of our ETF rules.,
LIT149,lit_en_momentum.csv,EN-016,EN,,journal,2017,Time series momentum and moving average trading rules,https://doi.org/10.1080/14697688.2016.1205209,https://doi.org/10.1080/14697688.2016.1205209,Quantitative Finance,Proves TSMOM and moving-average rules are near-equivalent signals; justifies treating MA filters as TSMOM variants.,
LIT150,lit_en_momentum.csv,EN-017,EN,,journal,2018,Cross-Sectional and Time-Series Tests of Return Predictability: What Is the Difference?,https://doi.org/10.1093/rfs/hhx131,https://doi.org/10.1093/rfs/hhx131,The Review of Financial Studies,Goyal-Jegadeesh: TS vs XS momentum difference is mostly the net long position; clarifies what our long-only rotation actually harvests.,
LIT151,lit_en_momentum.csv,EN-018,EN,,journal,2019,Factor Momentum Everywhere,https://doi.org/10.3905/jpm.2019.45.3.013,https://doi.org/10.3905/jpm.2019.45.3.013,The Journal of Portfolio Management,Gupta-Kelly: momentum of factor returns themselves is pervasive; factor-of-factor timing evidence.,
LIT152,lit_en_momentum.csv,EN-019,EN,,working-ssrn,2019,Momentum Turning Points,https://doi.org/10.2139/ssrn.3489539,https://doi.org/10.2139/ssrn.3489539,SSRN Electronic Journal,Garg-Goulding-Harvey-Mazzoleni: momentum turning points (slow vs fast signal disagreement) drive strategy risk; motivates dual-lookback gates.,
LIT153,lit_en_momentum.csv,EN-020,EN,,book-chapter,2020,"Demystifying Time-Series Momentum Strategies: Volatility Estimators, Trading Rules and Pairwise Correlations",https://doi.org/10.1002/9781119599364.ch3,https://doi.org/10.1002/9781119599364.ch3,Market Momentum,"Baltas-Kosowski follow-up: volatility estimators, trading rules and pairwise correlations materially change TSMOM Sharpe.",
LIT154,lit_en_momentum.csv,EN-021,EN,,journal,2020,Time series momentum: Is it there?,https://doi.org/10.1016/j.jfineco.2019.08.004,https://doi.org/10.1016/j.jfineco.2019.08.004,Journal of Financial Economics,Huang-Li-Wang-Zhou critique: TSMOM t-stats weak asset-by-asset; sign rule partly fits the mean - keep expectations honest.,
LIT155,lit_en_momentum.csv,EN-022,EN,,journal,2022,Factor Momentum and the Momentum Factor,https://doi.org/10.1111/jofi.13131,https://doi.org/10.1111/jofi.13131,The Journal of Finance,Ehsani-Linnainmaa: stock momentum largely reflects factor momentum; changes what a momentum screen actually picks up.,
LIT156,lit_en_momentum.csv,EN-023,EN,,journal,2023,Factor Momentum,https://doi.org/10.1093/rfs/hhad006,https://doi.org/10.1093/rfs/hhad006,The Review of Financial Studies,Arnott et al: factor momentum is strongest in the first month and concentrated in unpriced factors.,
LIT157,lit_en_momentum.csv,EN-024,EN,,journal,2024,Breaking Bad Trends,https://doi.org/10.1080/0015198x.2023.2270084,https://doi.org/10.1080/0015198x.2023.2270084,Financial Analysts Journal,Breaking Bad Trends: dynamic trend speed selection cuts whipsaw losses at turning points; practical fix we can borrow.,
LIT158,lit_en_momentum.csv,EN-025,EN,,arxiv,2026,The Science and Practice of Trend-Following Systems,https://arxiv.org/abs/2607.19497,https://arxiv.org/abs/2607.19497,arXiv preprint,"Sepp-Lucic 2026: comprehensive practitioner treatment of trend system design choices (signals, sizing, portfolio construction).",
LIT159,lit_en_momentum.csv,EN-026,EN,,journal,1993,Returns to Buying Winners and Selling Losers: Implications for Stock Market Efficiency,https://doi.org/10.1111/j.1540-6261.1993.tb04702.x,https://doi.org/10.1111/j.1540-6261.1993.tb04702.x,The Journal of Finance,Jegadeesh-Titman 1993: the original 3-12 month winner-loser momentum; foundation of every relative-strength rule we run.,
LIT160,lit_en_momentum.csv,EN-027,EN,,journal,1997,On Persistence in Mutual Fund Performance,https://doi.org/10.1111/j.1540-6261.1997.tb03808.x,https://doi.org/10.1111/j.1540-6261.1997.tb03808.x,The Journal of Finance,Carhart: adds UMD to the 3-factor model; the standard benchmark for judging momentum alpha.,
LIT161,lit_en_momentum.csv,EN-028,EN,,journal,1997,The Interaction of Value and Momentum Strategies,https://doi.org/10.2469/faj.v53.n2.2069,https://doi.org/10.2469/faj.v53.n2.2069,Financial Analysts Journal,Asness: momentum works best among expensive stocks and vice versa; value-momentum interaction mechanics.,
LIT162,lit_en_momentum.csv,EN-029,EN,,journal,1998,A model of investor sentiment,https://doi.org/10.1016/s0304-405x(98)00027-0,https://doi.org/10.1016/s0304-405x(98)00027-0,Journal of Financial Economics,Barberis-Shleifer-Vishny: conservatism and representativeness produce underreaction (momentum) and overreaction (reversal).,
LIT163,lit_en_momentum.csv,EN-030,EN,,journal,1998,International Momentum Strategies,https://doi.org/10.1111/0022-1082.95722,https://doi.org/10.1111/0022-1082.95722,The Journal of Finance,Rouwenhorst: momentum in 12 European markets; first major out-of-sample international confirmation.,
LIT164,lit_en_momentum.csv,EN-031,EN,,journal,1998,Investor Psychology and Security Market Under- and Overreactions,https://doi.org/10.1111/0022-1082.00077,https://doi.org/10.1111/0022-1082.00077,The Journal of Finance,Daniel-Hirshleifer-Subrahmanyam: overconfidence and self-attribution as the behavioral engine of momentum.,
LIT165,lit_en_momentum.csv,EN-032,EN,,journal,1999,"A Unified Theory of Underreaction, Momentum Trading, and Overreaction in Asset Markets",https://doi.org/10.1111/0022-1082.00184,https://doi.org/10.1111/0022-1082.00184,The Journal of Finance,Hong-Stein model: gradual information diffusion plus trend chasers generate momentum then reversal.,
LIT166,lit_en_momentum.csv,EN-033,EN,,journal,1999,Do Industries Explain Momentum?,https://doi.org/10.1111/0022-1082.00146,https://doi.org/10.1111/0022-1082.00146,The Journal of Finance,Moskowitz-Grinblatt: industry momentum subsumes much of stock momentum; direct motivation for sector/ETF rotation.,
LIT167,lit_en_momentum.csv,EN-034,EN,,journal,2000,"Bad News Travels Slowly: Size, Analyst Coverage, and the Profitability of Momentum Strategies",https://doi.org/10.1111/0022-1082.00206,https://doi.org/10.1111/0022-1082.00206,The Journal of Finance,"Hong-Lim-Stein: momentum strongest in small, low-analyst-coverage stocks; information diffusion evidence.",
LIT168,lit_en_momentum.csv,EN-035,EN,,journal,2001,Profitability of Momentum Strategies: An Evaluation of Alternative Explanations,https://doi.org/10.1111/0022-1082.00342,https://doi.org/10.1111/0022-1082.00342,The Journal of Finance,Jegadeesh-Titman 2001: momentum persists out-of-sample post-publication with long-horizon reversal; behavioral interpretation.,
LIT169,lit_en_momentum.csv,EN-036,EN,,journal,2001,Understanding the Nature of the Risks and the Source of the Rewards to Momentum Investing,https://doi.org/10.1093/rfs/14.1.29,https://doi.org/10.1093/rfs/14.1.29,Review of Financial Studies,Grundy-Martin: momentum's dynamic factor exposures create crash risk when hedged naively; early crash warning.,
LIT170,lit_en_momentum.csv,EN-037,EN,,journal,2002,Momentum and Autocorrelation in Stock Returns,https://doi.org/10.1093/rfs/15.2.533,https://doi.org/10.1093/rfs/15.2.533,Review of Financial Studies,Lewellen: momentum in size/BM portfolios too large for individual-stock underreaction stories alone.,
LIT171,lit_en_momentum.csv,EN-038,EN,,journal,2003,Momentum Investing and Business Cycle Risk: Evidence from Pole to Pole,https://doi.org/10.1046/j.1540-6261.2003.00614.x,https://doi.org/10.1046/j.1540-6261.2003.00614.x,The Journal of Finance,"Griffin-Ji-Martin: momentum profits worldwide, weakly related to business-cycle risk; hard to explain as risk premium.",
LIT172,lit_en_momentum.csv,EN-039,EN,,journal,2004,Market States and Momentum,https://doi.org/10.1111/j.1540-6261.2004.00665.x,https://doi.org/10.1111/j.1540-6261.2004.00665.x,The Journal of Finance,Cooper-Gutierrez-Hameed: momentum profits follow UP markets and vanish after DOWN markets; simple regime conditioning.,
LIT173,lit_en_momentum.csv,EN-040,EN,,journal,2004,The 52-Week High and Momentum Investing,https://doi.org/10.1111/j.1540-6261.2004.00695.x,https://doi.org/10.1111/j.1540-6261.2004.00695.x,The Journal of Finance,George-Hwang: distance to 52-week high beats past returns as a momentum signal; anchoring-based alternative ranking.,
LIT174,lit_en_momentum.csv,EN-041,EN,,journal,2007,Momentum and Credit Rating,https://doi.org/10.1111/j.1540-6261.2007.01282.x,https://doi.org/10.1111/j.1540-6261.2007.01282.x,The Journal of Finance,Avramov et al: momentum concentrated in low-credit-quality firms; junk drives the anomaly.,
LIT175,lit_en_momentum.csv,EN-042,EN,,journal,2008,Seasonality in the cross-section of stock returns,https://doi.org/10.1016/j.jfineco.2007.02.003,https://doi.org/10.1016/j.jfineco.2007.02.003,Journal of Financial Economics,Heston-Sadka: 12-month-multiple seasonality in returns; contaminates naive momentum lookbacks.,
LIT176,lit_en_momentum.csv,EN-043,EN,,journal,2010,Individualism and Momentum around the World,https://doi.org/10.1111/j.1540-6261.2009.01532.x,https://doi.org/10.1111/j.1540-6261.2009.01532.x,The Journal of Finance,Chui-Titman-Wei: momentum strength varies with individualism across countries; why China momentum differs.,
LIT177,lit_en_momentum.csv,EN-044,EN,,journal,2012,Is momentum really momentum?,https://doi.org/10.1016/j.jfineco.2011.05.003,https://doi.org/10.1016/j.jfineco.2011.05.003,Journal of Financial Economics,"Novy-Marx: momentum driven by 12-7 month returns, not recent ones; lookback window selection matters.",
LIT178,lit_en_momentum.csv,EN-045,EN,,journal,2012,"Size, value, and momentum in international stock returns",https://doi.org/10.1016/j.jfineco.2012.05.011,https://doi.org/10.1016/j.jfineco.2012.05.011,Journal of Financial Economics,Fama-French: size/value/momentum in four global regions; momentum everywhere except Japan.,
LIT179,lit_en_momentum.csv,EN-046,EN,,journal,2013,"The role of shorting, firm size, and time on market anomalies",https://doi.org/10.1016/j.jfineco.2012.11.005,https://doi.org/10.1016/j.jfineco.2012.11.005,Journal of Financial Economics,Israel-Moskowitz: momentum robust across size and time; shorting is not essential - supports long-only implementations.,
LIT180,lit_en_momentum.csv,EN-047,EN,,journal,2013,Value and Momentum Everywhere,https://doi.org/10.1111/jofi.12021,https://doi.org/10.1111/jofi.12021,The Journal of Finance,"Asness-Moskowitz-Pedersen: value and momentum premia everywhere, negatively correlated; core case for combining them.",
LIT181,lit_en_momentum.csv,EN-048,EN,,journal,2014,"Fact, Fiction, and Momentum Investing",https://doi.org/10.3905/jpm.2014.40.5.075,https://doi.org/10.3905/jpm.2014.40.5.075,The Journal of Portfolio Management,"AQR's fact-check of momentum myths (costs, taxes, decay); practical rebuttals with data.",
LIT182,lit_en_momentum.csv,EN-049,EN,,journal,2014,Frog in the Pan: Continuous Information and Momentum,https://doi.org/10.1093/rfs/hhu003,https://doi.org/10.1093/rfs/hhu003,Review of Financial Studies,Frog-in-the-pan: continuous small news generates stronger momentum than discrete jumps; signal-quality filter idea.,
LIT183,lit_en_momentum.csv,EN-050,EN,,working-nber,2014,"Momentum Trading, Return Chasing, and Predictable Crashes",https://doi.org/10.3386/w20660,https://doi.org/10.3386/w20660,NBER working paper,"Chabot-Ghysels-Jagannathan: Victorian-era momentum also crashed predictably; crashes are intrinsic, not modern.",
LIT184,lit_en_momentum.csv,EN-051,EN,,journal,2016,Dissecting Anomalies with a Five-Factor Model,https://doi.org/10.1093/rfs/hhv043,https://doi.org/10.1093/rfs/hhv043,Review of Financial Studies,Fama-French: five-factor lens on anomalies; momentum survives as the big unexplained one.,
LIT185,lit_en_momentum.csv,EN-052,EN,,journal,2016,Return Seasonalities,https://doi.org/10.1111/jofi.12398,https://doi.org/10.1111/jofi.12398,The Journal of Finance,Keloharju-Linnainmaa-Nyberg: return seasonalities pervade all major anomalies including momentum.,
LIT186,lit_en_momentum.csv,EN-053,EN,,journal,2016,Two Centuries of Price-Return Momentum,https://doi.org/10.2469/faj.v72.n5.1,https://doi.org/10.2469/faj.v72.n5.1,Financial Analysts Journal,Geczy-Samonov: 212 years of US momentum including its worst crashes; longest-sample stress test.,
LIT187,lit_en_momentum.csv,EN-054,EN,,journal,2018,Momentum in Imperial Russia,https://doi.org/10.1016/j.jfineco.2018.07.008,https://doi.org/10.1016/j.jfineco.2018.07.008,Journal of Financial Economics,Momentum in 1865-1914 Imperial Russia; pre-modern out-of-sample confirmation.,
LIT188,lit_en_momentum.csv,EN-055,EN,,journal,2019,Sticky Expectations and the Profitability Anomaly,https://doi.org/10.1111/jofi.12734,https://doi.org/10.1111/jofi.12734,The Journal of Finance,Bouchaud et al: sticky analyst expectations explain profitability momentum; mechanism evidence.,
LIT189,lit_en_momentum.csv,EN-056,EN,,journal,2010,Cross-Sectional Return Dispersion and Time Variation in Value and Momentum Premiums,https://doi.org/10.1017/s0022109010000384,https://doi.org/10.1017/s0022109010000384,Journal of Financial and Quantitative Analysis,Stivers-Sun: cross-sectional return dispersion predicts momentum premium sign; cheap regime signal.,
