id,type,year,title,url,venue,relevance_one_line
EN-128,journal,2020,Which is the better fourth factor in China? Reversal or turnover?,https://doi.org/10.1016/j.pacfin.2020.101347,Pacific-Basin Finance Journal,Lin-Huang et al: reversal beats turnover as China's fourth factor; ranking of A-share factor candidates.
EN-129,journal,2021,Anomalies in the China A-share market,https://doi.org/10.1016/j.pacfin.2021.101607,Pacific-Basin Finance Journal,Jansen et al: comprehensive A-share anomaly replication with local adjustments; updated China factor zoo.
EN-130,journal,2021,The real value of China's stock market,https://doi.org/10.1016/j.jfineco.2020.08.012,Journal of Financial Economics,Carpenter-Lu-Whitelaw: A-share price informativeness has risen to US levels; China market efficiency context.
EN-131,journal,2022,A new momentum measurement in the Chinese stock market,https://doi.org/10.1016/j.pacfin.2022.101759,Pacific-Basin Finance Journal,Li et al: new momentum measurement tailored to China's short-cycle market; alternative signal definition.
EN-132,journal,2022,Corporate actions and the manipulation of retail investors in China: An analysis of stock splits,https://doi.org/10.1016/j.jfineco.2021.09.018,Journal of Financial Economics,Titman-Wei-Zhao: stock-split manipulation around SEOs in China; corporate actions can fake momentum signals.
EN-133,journal,2022,Machine learning in the Chinese stock market,https://doi.org/10.1016/j.jfineco.2021.08.017,Journal of Financial Economics,Leippold-Wang-Zhou: ML return prediction in China - retail dominance makes liquidity/vol signals strongest; direct A-share evidence.
EN-134,journal,2022,"Momentum, Reversals, and Investor Clientele",https://doi.org/10.1093/rof/rfac010,Review of Finance,Chui-Subrahmanyam-Titman: momentum/reversal depend on investor clientele - key to China's reversal dominance.
EN-135,journal,2022,Price overreaction to up-limit events and revised momentum strategies in the Chinese stock market,https://doi.org/10.1016/j.econmod.2022.105910,Economic Modelling,Liu-Wu-Zhu: up-limit (limit-up) events cause overreaction; revised momentum strategies that avoid limit distortion - T+1 relevant.
EN-136,journal,2023,"Momentum effect and contrarian effect in China's A-share market, under registration-based system",https://doi.org/10.1016/j.pacfin.2023.102126,Pacific-Basin Finance Journal,Huang et al 2023: momentum vs contrarian effects under the registration-based IPO reform; the post-2019 regime we trade in.
EN-137,arxiv,2024,Analyst Reports and Stock Performance: Evidence from the Chinese Market,https://arxiv.org/abs/2411.08726,arXiv preprint,2024 arXiv: analyst-report tone predicts A-share performance; text-based alternative signal for China.
EN-138,journal,2024,Dissecting the Long-Term Performance of the Chinese Stock Market,https://doi.org/10.1111/jofi.13312,The Journal of Finance,Allen et al 2024 JF: dissects why Chinese listed-market long-run returns lagged GDP growth; the A-share base-rate context.
EN-139,arxiv,2024,Enhancement of Price Trend Trading Strategies via Image-Induced Importance Weights,https://arxiv.org/abs/2408.08483,arXiv preprint,2024 arXiv: image-induced importance weights improve price-trend strategies in Chinese data.
EN-140,journal,2024,Factor momentum in the Chinese stock market,https://doi.org/10.1016/j.jempfin.2023.101458,Journal of Empirical Finance,Ma-Liao-Jiang 2024: factor momentum exists in China and subsumes stock momentum; factor-rotation evidence for A-shares.
EN-141,arxiv,2025,Replication of Reference-Dependent Preferences and the Risk-Return Trade-Off in China,https://arxiv.org/abs/2505.20608,arXiv preprint,2025 arXiv: replication of reference-dependent preference (CGO) effects and risk-return trade-off in China.
EN-142,journal,2006,The Cross-Section of Volatility and Expected Returns,https://doi.org/10.1111/j.1540-6261.2006.00836.x,The Journal of Finance,Ang et al: IVOL puzzle - high idiosyncratic vol predicts low returns; interacts with momentum screens.
EN-143,journal,2012,The short of it: Investor sentiment and anomalies,https://doi.org/10.1016/j.jfineco.2011.12.001,Journal of Financial Economics,Stambaugh-Yu-Yuan: anomalies strongest after high sentiment via overpriced short legs; sentiment conditioning framework.
EN-144,journal,2015,Arbitrage Asymmetry and the Idiosyncratic Volatility Puzzle,https://doi.org/10.1111/jofi.12286,The Journal of Finance,Stambaugh-Yu-Yuan: arbitrage asymmetry explains the IVOL puzzle; mispricing-side interpretation of anomalies.
EN-145,journal,2016,Does Academic Research Destroy Stock Return Predictability?,https://doi.org/10.1111/jofi.12365,The Journal of Finance,McLean-Pontiff: anomaly returns decay ~50% post-publication; expected live-vs-backtest haircut.
EN-146,journal,2016,… and the Cross-Section of Expected Returns,https://doi.org/10.1093/rfs/hhv059,Review of Financial Studies,Harvey-Liu-Zhu: multiple-testing haircut for factor discoveries (t>3); the standard our backtests should be judged by.
EN-147,journal,2018,Market intraday momentum,https://doi.org/10.1016/j.jfineco.2018.05.009,Journal of Financial Economics,Gao et al: first-half-hour return predicts last-half-hour; intraday momentum benchmark (relevant to close-fill timing).
EN-148,journal,2019,The cross-section of emerging market stock returns,https://doi.org/10.1016/j.ememar.2018.11.009,Emerging Markets Review,Hanauer-Lauterbach: EM factor premia comparison; momentum robust in EM ex-China.
EN-149,journal,2020,Empirical Asset Pricing via Machine Learning,https://doi.org/10.1093/rfs/hhaa009,The Review of Financial Studies,Gu-Kelly-Xiu: ML for asset pricing; momentum-family signals dominate importance rankings - method template.
EN-150,journal,2020,Replicating Anomalies,https://doi.org/10.1093/rfs/hhy131,The Review of Financial Studies,Hou-Xue-Zhang: most anomalies fail replication with microcap controls; momentum survives - bar for our claims.
EN-151,journal,2022,"Expected return, volume, and mispricing",https://doi.org/10.1016/j.jfineco.2021.05.014,Journal of Financial Economics,Han et al: volume amplifies mispricing correction vs continuation; volume-conditioned momentum theory.
EN-152,journal,2023,Is There a Replication Crisis in Finance?,https://doi.org/10.1111/jofi.13249,The Journal of Finance,Jensen-Kelly-Pedersen: Bayesian replication says most factors are real but shrunk; balanced replication verdict.
EN-153,journal,2023,Machine Learning vs. Economic Restrictions: Evidence from Stock Return Predictability,https://doi.org/10.1287/mnsc.2022.4449,Management Science,"Avramov-Cheng-Metzker: ML alphas shrink under economic restrictions (costs, shorting); realistic ML expectations."
EN-154,journal,2023,Machine learning and the cross-section of emerging market stock returns,https://doi.org/10.1016/j.ememar.2023.101022,Emerging Markets Review,Hanauer et al: ML cross-section in emerging markets; momentum/reversal features matter most.
EN-155,journal,2013,Standing Out From the Crowd: Measuring Crowding in Quantitative Strategies,https://doi.org/10.3905/jpm.2013.39.4.014,The Journal of Portfolio Management,Cahan-Luo: practitioner crowding dashboard for quant signals; early warning indicators.
EN-156,journal,2014,The Growth and Limits of Arbitrage: Evidence from Short Interest,https://doi.org/10.1093/rfs/hht066,Review of Financial Studies,Hanson-Sunderam: short interest reveals arbitrage capital allocation; capacity of anomaly strategies.
EN-157,journal,2015,"Smart money, dumb money, and capital market anomalies",https://doi.org/10.1016/j.jfineco.2015.07.003,Journal of Financial Economics,"Akbas et al: dumb money flows amplify anomalies, smart money attenuates; flow-based crowding channel."
EN-158,working-ssrn,2015,The Capacity of Trading Strategies,https://doi.org/10.2139/ssrn.2585399,SSRN Electronic Journal,Landier-Simon-Thesmar: strategy capacity estimation under price impact; how big before alpha dies.
EN-159,journal,2019,Crowded Trades: Implications for Sector Rotation and Factor Timing,https://doi.org/10.3905/jpm.2019.45.5.046,The Journal of Portfolio Management,Kinlaw-Kritzman-Turkington: centrality-based crowding measure for sector rotation and factor timing.
EN-160,working-ssrn,2020,Zooming In on Equity Factor Crowding,https://doi.org/10.2139/ssrn.3518404,SSRN working paper,CFM: order-flow imprints of factor crowding - momentum rebalancing is 1-2% of flow and rising; direct crowding measurement.
EN-161,journal,2022,Comomentum: Inferring Arbitrage Activity from Return Correlations,https://doi.org/10.1093/rfs/hhab117,The Review of Financial Studies,Lou-Polk comomentum: high momentum-crowd correlation predicts crashes and reversal; the crowding metric for momentum books.
EN-162,journal,2022,When do systematic strategies decay?,https://doi.org/10.1080/14697688.2022.2098810,Quantitative Finance,Falck-Rej-Thesmar: systematic strategy Sharpe decays after discovery/publication; decay curve estimates.
EN-163,working-ssrn,2023,Crowded Spaces and Anomalies,https://doi.org/10.2139/ssrn.4618248,SSRN working paper,2023-24 SSRN: anomaly returns concentrate in crowded stocks and raise crash risk; crowding as limit-to-arbitrage.
EN-164,working-ssrn,2024,Dynamics of Factor Crowding,https://doi.org/10.2139/ssrn.5023380,SSRN working paper,Hua-Sun 2024 SSRN: cross-sectional and temporal dynamics of factor crowding; barriers-to-entry taxonomy.
EN-165,journal,2025,Can Competition Increase Profits in Factor Investing?,https://doi.org/10.1287/mnsc.2022.02684,Management Science,DeMiguel-Martin-Utrera-Uppal: competition for factor profits and liquidity provision; equilibrium crowding effects.
EN-166,arxiv,2025,"Not All Factors Crowd Equally: Modeling, Measuring, and Trading on Alpha Decay",https://arxiv.org/abs/2512.11913,arXiv preprint,"2025 arXiv: hyperbolic alpha-decay law for crowded mechanical factors (momentum); crowding predicts crashes, not means."
EN-167,arxiv,2026,Is Trend Still Your Friend? A Microstructural Account of the Demise of Short-Term Trend,https://arxiv.org/abs/2607.01550,arXiv preprint,2026 arXiv (CFM): microstructural account of short-term trend's demise - crowding killed the fast signal.
EN-168,journal,2007,The Volatility Effect,https://doi.org/10.3905/jpm.2007.698039,The Journal of Portfolio Management,Blitz-van Vliet: the volatility effect - low-vol stocks match returns with less risk; defensive sleeve rationale.
EN-169,journal,2012,Leverage Aversion and Risk Parity,https://doi.org/10.2469/faj.v68.n1.1,Financial Analysts Journal,Asness-Frazzini-Pedersen: risk parity as leverage-aversion payoff; balanced-risk allocation logic.
EN-170,journal,2014,Betting against beta,https://doi.org/10.1016/j.jfineco.2013.10.005,Journal of Financial Economics,Frazzini-Pedersen: leverage-constrained investors overpay for beta; why low-beta/defensive sleeves earn premia.
EN-171,journal,2015,Investing with Style,https://joim.com/article/investing-with-style/,Journal of Investment Management,Asness-Ilmanen-Israel-Moskowitz: value/momentum/carry/defensive as implementable style premia; portfolio-construction guide.
EN-172,journal,2018,Carry,https://doi.org/10.1016/j.jfineco.2017.11.002,Journal of Financial Economics,"Koijen et al: carry generalized to all asset classes, complements momentum; cross-signal diversification."
EN-173,working-ssrn,2019,Factor Premia and Factor Timing: A Century of Evidence,https://doi.org/10.2139/ssrn.3400998,SSRN Electronic Journal,Ilmanen et al: century of factor premia across markets and the (limited) scope for factor timing.
EN-174,journal,2021,Global factor premiums,https://doi.org/10.1016/j.jfineco.2021.06.030,Journal of Financial Economics,Baltussen-Swinkels-van Vliet: global multi-asset factor premia over 200 years incl. trend and momentum; deep-sample priors.
EN-175,journal,2004,Are Momentum Profits Robust to Trading Costs?,https://doi.org/10.1111/j.1540-6261.2004.00656.x,The Journal of Finance,Korajczyk-Sadka: momentum survives costs up to multi-billion capacity depending on trade style; capacity math.
EN-176,journal,2004,The illusory nature of momentum profits,https://doi.org/10.1016/s0304-405x(03)00206-x,Journal of Financial Economics,Lesmond-Schill-Zhou: momentum profits concentrated in high-cost stocks; the pessimistic cost case.
EN-177,journal,2016,A Taxonomy of Anomalies and Their Trading Costs,https://doi.org/10.1093/rfs/hhv063,Review of Financial Studies,Novy-Marx-Velikov: anomaly-by-anomaly cost taxonomy and mitigation rules; momentum turnover management.
EN-178,working-ssrn,2018,Trading Costs,https://doi.org/10.2139/ssrn.3229719,SSRN working paper,Frazzini-Israel-Moskowitz: live AQR trading data - real costs far below academic estimates; optimistic counterpoint.
EN-179,journal,2020,What you see is not what you get: The costs of trading market anomalies,https://doi.org/10.1016/j.jfineco.2020.02.012,Journal of Financial Economics,Patton-Weller: implementation shortfall of anomalies in live funds; what you see is not what you get.
EN-180,journal,2023,Zeroing In on the Expected Returns of Anomalies,https://doi.org/10.1017/s0022109022000874,Journal of Financial and Quantitative Analysis,Chen-Velikov: expected returns of anomalies net of costs shrink toward zero post-publication; final word on net alpha.
EN-181,arxiv,2019,Enhancing Time Series Momentum Strategies Using Deep Neural Networks,https://arxiv.org/abs/1904.04912,arXiv preprint,Lim-Zohren-Roberts: deep networks that learn TSMOM sizing end-to-end; the DMN baseline.
EN-182,arxiv,2021,Slow Momentum with Fast Reversion: A Trading Strategy Using Deep Learning and Changepoint Detection,https://arxiv.org/abs/2105.13727,arXiv preprint,Wood et al: changepoint detection module makes slow momentum robust to fast reversion; nonstationarity handling.
EN-183,arxiv,2021,Trading with the Momentum Transformer: An Intelligent and Interpretable Architecture,https://arxiv.org/abs/2112.08534,arXiv preprint,Momentum Transformer: attention-based architecture beating LSTM DMNs with interpretable regimes.
EN-184,arxiv,2023,Constructing Time-Series Momentum Portfolios with Deep Multi-Task Learning,https://arxiv.org/abs/2306.13661,arXiv preprint,Ong-Herremans: multi-task deep learning for TSMOM portfolio construction.
EN-185,arxiv,2023,Few-Shot Learning Patterns in Financial Time-Series for Trend-Following Strategies,https://arxiv.org/abs/2310.10500,arXiv preprint,Few-shot pattern learning for trend strategies; adapting to regime scarcity.
EN-186,arxiv,2024,DeepUnifiedMom: Unified Time-series Momentum Portfolio Construction via Multi-Task Learning,https://arxiv.org/abs/2406.08742,arXiv preprint,DeepUnifiedMom: unified multi-task momentum portfolios across horizons.
EN-187,arxiv,2025,Follow the Leader: Enhancing Systematic Trend-Following Using Network Momentum,https://arxiv.org/abs/2501.07135,arXiv preprint,Network momentum: cross-asset lead-lag graphs enhance trend following.
EN-188,arxiv,2025,TrendFolios: A Portfolio Construction Framework for Utilizing Momentum and Trend-Following,https://arxiv.org/abs/2506.09330,arXiv preprint,TrendFolios: portfolio construction framework combining momentum and trend signals.
EN-189,arxiv,2026,Be Water: An Evolutionary Proof for Trend-Following,https://arxiv.org/abs/2603.29593,arXiv preprint,2026: evolutionary/adaptive argument for why trend following persists; theory of survival.
EN-190,arxiv,2026,Systematic Trend-Following with Adaptive Portfolio Construction,https://arxiv.org/abs/2602.11708,arXiv preprint,2026: adaptive portfolio construction layered on systematic trend; construction-vs-signal decomposition.
